Close
9.44
12
11
11
11
12.3
11.5
11.5
11.5
11.22
11
11.2
11.2
11.2
11.02
11.12
11.02
10.5
10.5
8.16
8.04
8
8
7.98
6.98
6.92
7
7.1
7.12
7.54
7.22
7.1
6.5
6.52
7.8
7.7
6.3
6.3
6.2
6.2
6.2
6.21
6.2
6.8
6.8
6.8
7.66
7.66
7.01
7.01
7.01
7.02
6.8
7.2
7.2
6.91
6.8
6.31
6.2
6.51
6.11
5.5
6.3
6.28
6.28
6.28
6.28
6.1
6.31
6.35
7
6.8
6.81
6.81
6.8
8.1
8.17
8.11
8.1
8.22
8.05
9.4
8.62
9.2
9.21
9.7
9.5
10
10
12.49
11.35
11.2
11.1
10.82
10.05
10.21
10.2
9.2
10
10.4
10.7
10.35
11
11.1
9.8
10
10.5
10
10
10.5
10.5
10.75
10.45
10.5
10.7
11
10.85
9.6
9.6
9.5
9.5
9.4
9.5
9.5
9.5
9.5
9.5
9.51
9.51
9.5
9.5
9.51
9.51
9.5
9.5
9.5
10.7
10.2
9.5
9.5
9.5
9.5
10.05
10.05
9.61
9.61
9.65
9.61
9.61
9.61
9.9
9.99
9.5
9.5
9.81
9
9.54
9.99
9.45
9.45
9.25
9.74
9.85
9.5
9.2
9.4
10
9.5
5
9.8
9.5
9.5
9.3
9.35
9.34
9.5
9.2
8.7
9.45
9.2
9.4
9.39
9.12
9.12
9.12
9.25
9.4
9.4
10
9.71
9.8
9.65
9.6
9
9
9
9.3
9.82
9.6
10
10.5
11.01
10.8
12.1
12.2
12
12.15
12
12.6
13.6
14
14.5
14.5
13.5
13.75
14
14.7
14
13
13
14.5
13.2
13
14.59
14.54
13
13.1
14.01
14.01
14.2
14.5
14.4
14.4
14.5
15.3
14.5
15.2
18.24
18.2
19.24
19.24
19.7
19
19
18.2
19
18.5
18.8
18.8
18.3
19
19.05
19.05
19
19
19
19
19
19.01
19.11
19.11
20.41
25.05
26.48
26.3
26.3
26.2
32.91
32.2
34.5
38.83
33.47
31.69
31.69
36.11
37.1
37.42
40
40.17
39.37
34.37
34.59
34.61
34.61
36.55
40
38.39
34.42
33.75
36.31
36.31
35.1
35.46
35.23
34.16
33.64
33.46
33.3
34.02
33.29
33.25
32.59
32.5
32.5
31
31.82
31.18
30.72
30.75
30
29.88
28.48
29.25
29.38
29.38
28.95
28.73
29.08
29.63
29.96
30.54
30.73
31.09
30.28
30.3
30.87
30.89
30.51
30.42
31.01
31.33
30.79
30.6
30.51
29.93
29.84
29.99
29.57
28.89
28.45
28.47
28.3
28.08
27.42
27.78
25.83
25.83
25.83
25.65
25.33
25.3
25.1
25.64
25.4
25.56
26.42
27.22
27.93
27.89
28.92
29.1
29.68
28.96
28.35
27.3
26.92
27.07
26.89
27.16
27.61
27.54
27.95
27.4
27.41
26.63
28.89
28.89
28.09
28.39
28.92
28.9
28.08
27.6
28.23
28.4
28.68
29.26
30.1
30.41
29.87
30
30.5
30.06
30.5
30.04
30.1
30.13
31.02
30.31
30.39
30.88
30.92
30.89
30.39
29.9
28.53
29.06
28.82
28.8
28.24
28.17
28.36
27.7
27.9
27.32
27.69
27.28
27.3
28.22
27.43
27.3
27.39
27.5
26.58
26.73
26.5
26.2
26.2
26.04
25.75
25.94
26.18
26.06
25.93
26.2
26.94
28.08
28.45
28.76
28.81
28.8
28.67
28.61
28.34
28.24
29.01
29.6
31
30.25
30
29.79
30.19
30.55
29.98
29.86
29.89
29.51
29.24
29.01
28.96
29.1
29.5
29.05
29.7
29.71
29.25
28.5
28.06
28.62
27.86
27.21
26.53
26.29
26
26
24.81
23.94
22.75
22.55
23.29
24.38
24.2
23.41
22.2
22.1
22.13
22.04
21.6
19.63
19.22
18.75
16.38
14.3
14.3
14.3
14.3
14.3
14.3
14.3
14.3
14.3
14.3
14.3
14.3
14.3
5.85
7.57
8.38
8.73
8.61
7.89
7.41
7.4
7.01
6.52
6.26
6.51
6.78
6.78
6.34
6.28
6.25
6.2
6.4
6.39
6.5
6.48
6.5
6.3
6.5
6.5
6.5
6.55
6.83
6.99
7.27
7.34
7.34
7.15
7.13
7.24
7.29
7.14
